Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
104,Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,fr Ligue 1,19.0,2006,22,7,848,9.4,1,2,3,1,0,0,2,0,0.32,10,1,10.0,1.06,0.11,0.10,1.00,0,0,49,10,3,18,2,0,0,13,0,,,,,,,,,,,,,,
105,Amorim,br BRA,MF,Genoa,it Serie A,20.0,2005,7,2,246,2.7,0,0,0,0,0,0,0,0,0.00,2,0,0.0,0.73,0.00,0.00,,0,0,7,3,3,8,0,0,0,3,0,,,,,,,,,,,,,,
106,Mathis Amougou,fr FRA,MF,Strasbourg,fr Ligue 1,20.0,2006,10,2,273,3.0,0,0,0,0,0,0,1,0,0.00,2,1,50.0,0.66,0.33,0.00,0.00,0,0,0,5,1,3,1,0,0,2,0,,,,,,,,,,,,,,
107,Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,25.0,2000,28,23,1914,21.3,8,3,11,7,1,1,2,0,0.47,60,19,31.7,2.82,0.89,0.12,0.37,1,1,34,22,7,11,2,0,0,21,0,,,,,,,,,,,,,,
108,Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,25.0,2000,31,31,2759,30.7,1,1,2,1,0,0,8,0,0.07,24,6,25.0,0.78,0.20,0.04,0.17,0,0,24,43,44,32,8,0,0,40,0,,,,,,,,,,,,,,
109,Sofyan Amrabat,ma MAR,MF,Real Betis,es La Liga,29.0,1996,13,11,1035,11.5,0,0,0,0,0,0,4,0,0.00,7,1,14.3,0.61,0.09,0.00,0.00,0,0,6,11,10,16,4,0,0,17,0,,,,,,,,,,,,,,
110,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29.0,1996,31,31,2741,30.5,0,1,1,0,0,0,7,0,0.03,15,4,26.7,0.49,0.13,0.00,0.00,0,0,15,24,32,13,7,0,0,29,0,,,,,,,,,,,,,,
111,Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,23.0,2002,34,34,3042,33.8,3,2,5,2,1,1,7,0,0.12,40,9,22.5,1.18,0.27,0.05,0.22,1,1,166,56,38,73,7,0,0,52,0,,,,,,,,,,,,,,
112,Tomoya Ando,jp JPN,DF,St Pauli,de Bundesliga,27.0,1999,12,11,990,11.0,0,1,1,0,0,0,3,0,0.09,6,2,33.3,0.55,0.18,0.00,0.00,0,0,4,18,13,5,3,0,0,9,0,,,,,,,,,,,,,,
113,Nícolas Andrade,br BRA,GK,Pisa,it Serie A,38.0,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,0,0,0,0,0,14,2.33,26,12,46.2,1,0,5,0,0.0,1,0,0,1
114,André,br BRA,MF,Wolves,eng Premier League,24.0,2001,31,26,2402,26.7,1,0,1,1,0,0,10,0,0.04,12,1,8.3,0.45,0.04,0.08,1.00,0,0,39,38,21,39,10,0,0,37,0,,,,,,,,,,,,,,
115,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,35.0,1990,24,23,2062,22.9,2,2,4,2,0,0,8,0,0.17,24,6,25.0,1.05,0.26,0.08,0.33,0,0,18,38,27,34,8,0,0,34,0,,,,,,,,,,,,,,
116,Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,31.0,1994,29,26,2305,25.6,2,0,2,2,0,0,6,1,0.08,11,3,27.3,0.43,0.12,0.18,0.67,0,0,13,30,30,19,6,1,1,29,0,,,,,,,,,,,,,,
117,Manuel Ángel,es ESP,MF,Real Madrid,es La Liga,22.0,2004,4,1,96,1.1,0,0,0,0,0,0,0,0,0.00,2,1,50.0,1.87,0.94,0.00,0.00,0,0,0,3,0,4,0,0,0,2,1,,,,,,,,,,,,,,
118,Miguel Ángel Rubio,es ESP,DF,Espanyol,es La Liga,28.0,1998,12,1,206,2.3,1,0,1,1,0,0,0,0,0.44,2,1,50.0,0.87,0.44,0.50,1.00,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,,,,
119,Miguel Ángel Sierra,es ESP,FW,Sevilla,es La Liga,21.0,2004,4,0,62,0.7,0,0,0,0,0,0,0,0,0.00,4,1,25.0,5.81,1.45,0.00,0.00,0,0,4,1,0,3,0,0,0,1,0,,,,,,,,,,,,,,
120,Angeliño,es ESP,MF,Roma,it Serie A,29.0,1997,7,5,416,4.6,0,0,0,0,0,0,2,0,0.00,5,2,40.0,1.08,0.43,0.00,0.00,0,0,18,7,3,2,2,0,0,5,0,,,,,,,,,,,,,,
121,Samuele Angori,it ITA,MF,Pisa,it Serie A,22.0,2003,31,27,2302,25.6,0,2,2,0,0,0,2,0,0.08,13,2,15.4,0.51,0.08,0.00,0.00,0,0,155,22,22,49,2,0,0,15,0,,,,,,,,,,,,,,
122,Nilson Angulo,ec ECU,MF,Sunderland,eng Premier League,22.0,2003,5,3,256,2.8,0,0,0,0,0,0,0,0,0.00,3,2,66.7,1.05,0.70,0.00,0.00,0,0,7,5,2,2,0,0,0,7,0,,,,,,,,,,,,,,
123,Faustino Anjorin,eng ENG,MF,Torino,it Serie A,24.0,2001,15,1,289,3.2,0,0,0,0,0,0,1,0,0.00,4,1,25.0,1.25,0.31,0.00,0.00,0,0,1,5,7,1,1,0,0,8,0,,,,,,,,,,,,,,
124,Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,21.0,2004,30,20,1712,19.0,5,1,6,5,0,0,1,0,0.32,30,10,33.3,1.58,0.53,0.17,0.50,0,0,18,8,4,37,1,0,0,18,0,,,,,,,,,,,,,,
125,Aaron Anselmino,ar ARG,DF,Dortmund,de Bundesliga,20.0,2005,6,4,368,4.1,1,0,1,1,0,0,0,0,0.24,1,1,100.0,0.24,0.24,1.00,1.00,0,0,2,8,7,3,0,0,0,6,0,,,,,,,,,,,,,,
126,Aaron Anselmino,ar ARG,DF,Strasbourg,fr Ligue 1,20.0,2005,3,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
127,Andrés Antañón,es ESP,FW,Celta Vigo,es La Liga,19.0,2007,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,2,2,100.0,2.86,2.86,0.00,0.00,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
128,Jaidon Anthony,eng ENG,MF,Burnley,eng Premier League,26.0,1999,33,28,2372,26.4,7,1,8,7,0,0,4,0,0.30,48,20,41.7,1.82,0.76,0.15,0.35,0,0,65,20,16,40,4,0,0,20,0,,,,,,,,,,,,,,
129,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29.0,1996,29,29,2610,29.0,2,0,2,2,0,0,3,0,0.07,15,6,40.0,0.52,0.21,0.13,0.33,0,0,11,38,24,16,3,0,0,22,0,,,,,,,,,,,,,,
130,Kyllian Antonio,fr FRA,DF,Lens,fr Ligue 1,18.0,2008,2,1,121,1.3,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.74,0.00,0.00,,0,0,1,3,5,4,1,0,0,1,0,,,,,,,,,,,,,,
131,Antoniu,es ESP,MF,Espanyol,es La Liga,23.0,2002,9,1,137,1.5,0,0,0,0,0,0,1,0,0.00,3,0,0.0,1.97,0.00,0.00,,0,0,2,2,1,4,1,0,0,6,0,,,,,,,,,,,,,,
132,Antony,br BRA,"MF,FW",Real Betis,es La Liga,26.0,2000,27,25,2064,22.9,7,5,12,7,0,0,5,1,0.52,75,30,40.0,3.27,1.31,0.09,0.23,0,0,58,17,20,40,5,1,0,14,0,,,,,,,,,,,,,,
133,Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,39.0,1987,24,11,932,10.4,3,0,3,3,0,1,0,0,0.29,15,9,60.0,1.45,0.87,0.20,0.33,0,1,2,9,4,22,0,0,0,22,0,,,,,,,,,,,,,,
134,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,30.0,1995,32,32,2799,31.1,6,2,8,4,2,2,5,0,0.19,53,17,32.1,1.70,0.55,0.08,0.24,2,2,11,40,20,56,5,0,0,55,0,,,,,,,,,,,,,,
135,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23.0,2002,31,28,2523,28.0,1,0,1,1,0,0,9,0,0.04,20,5,25.0,0.71,0.18,0.05,0.20,0,0,46,60,42,42,9,0,0,62,0,,,,,,,,,,,,,,
136,Juan Arango,ve VEN,MF,Girona,es La Liga,19.0,2006,2,0,18,0.2,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
137,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,27.0,1999,21,10,989,11.0,3,0,3,3,0,0,2,0,0.27,11,5,45.5,1.00,0.46,0.27,0.60,0,0,5,9,10,3,2,0,0,16,0,,,,,,,,,,,,,,
138,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29.0,1996,24,24,2009,22.3,0,3,3,0,0,0,6,0,0.13,9,1,11.1,0.40,0.04,0.00,0.00,0,0,38,28,29,16,6,0,0,31,0,,,,,,,,,,,,,,
139,Antonio Arena,it ITA,FW,Roma,it Serie A,17.0,2009,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,2,0,0.0,7.83,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
140,Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,33.0,1993,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.05,0,0,,0.00,0.00,,,0,0,0,0,1,1,0,0,0,1,0,37,1.85,108,76,70.4,4,5,11,0,0.0,6,5,0,1
141,Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26.0,1999,24,13,1418,15.8,0,1,1,0,0,0,3,0,0.06,3,0,0.0,0.19,0.00,0.00,,0,0,81,15,20,5,3,0,0,18,0,,,,,,,,,,,,,,
142,Jeremy Arévalo,ec ECU,FW,Stuttgart,de Bundesliga,21.0,2005,7,0,38,0.4,0,0,0,0,0,0,0,0,0.00,3,1,33.3,7.11,2.37,0.00,0.00,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,
143,Paul Argney,fr FRA,GK,Le Havre,fr Ligue 1,19.0,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0
144,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,21.0,2005,6,2,187,2.1,0,0,0,0,0,0,0,1,0.00,0,0,,0.00,0.00,,,0,0,5,3,1,0,0,1,0,3,0,,,,,,,,,,,,,,
145,Jhon Arias,co COL,"FW,MF",Wolves,eng Premier League,28.0,1997,23,14,1124,12.5,1,0,1,1,0,0,1,0,0.08,16,3,18.8,1.28,0.24,0.06,0.33,0,0,30,27,7,9,1,0,0,26,0,,,,,,,,,,,,,,
146,Juan Arizala,co COL,MF,Udinese,it Serie A,20.0,2005,7,0,112,1.2,0,0,0,0,0,0,0,0,0.00,1,1,100.0,0.80,0.80,0.00,0.00,0,0,5,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,
147,Adam Armstrong,eng ENG,"FW,MF",Wolves,eng Premier League,29.0,1997,10,10,816,9.1,1,2,3,1,0,0,3,0,0.33,13,3,23.1,1.43,0.33,0.08,0.33,0,0,4,3,1,3,3,0,0,9,0,,,,,,,,,,,,,,
148,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,19.0,2007,11,6,499,5.5,0,0,0,0,0,0,0,0,0.00,5,2,40.0,0.90,0.36,0.00,0.00,0,0,2,10,4,15,0,0,0,6,0,,,,,,,,,,,,,,
149,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31.0,1994,25,20,1859,20.7,1,4,5,1,0,0,5,0,0.24,13,5,38.5,0.63,0.24,0.08,0.20,0,0,81,15,24,26,5,0,0,17,0,,,,,,,,,,,,,,
150,Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,25.0,2000,29,12,1284,14.3,3,1,4,3,0,1,1,0,0.28,38,13,34.2,2.66,0.91,0.08,0.23,0,1,0,3,5,13,1,0,0,17,0,,,,,,,,,,,,,,
151,Love Arrhov,se SWE,MF,Eintracht Frankfurt,de Bundesliga,17.0,2008,5,1,65,0.7,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,2,0,1,1,0,0,2,0,,,,,,,,,,,,,,
152,Kervin Arriaga,hn HON,MF,Levante,es La Liga,28.0,1998,23,12,1240,13.8,1,2,3,1,0,0,6,1,0.22,10,3,30.0,0.73,0.22,0.10,0.33,0,0,4,20,11,19,6,1,1,19,0,,,,,,,,,,,,,,
153,Arthur,br BRA,MF,Leverkusen,de Bundesliga,23.0,2003,17,13,1067,11.9,1,3,4,1,0,0,2,0,0.34,10,2,20.0,0.84,0.17,0.10,0.50,0,0,30,11,18,9,2,0,0,17,0,,,,,,,,,,,,,,
154,Takuma Asano,jp JPN,"MF,FW",Mallorca,es La Liga,31.0,1994,17,7,557,6.2,1,0,1,1,0,0,2,0,0.16,11,2,18.2,1.78,0.32,0.09,0.50,0,0,10,5,1,10,2,0,0,8,0,,,,,,,,,,,,,,
155,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,23.0,2003,20,15,1438,16.0,2,0,2,2,0,0,3,0,0.13,14,4,28.6,0.88,0.25,0.14,0.50,0,0,1,11,8,17,3,0,0,15,0,,,,,,,,,,,,,,
156,Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,23.0,2002,30,28,2094,23.3,10,6,16,10,0,0,2,0,0.69,67,26,38.8,2.88,1.12,0.15,0.38,0,0,8,7,4,35,2,0,0,23,0,,,,,,,,,,,,,,
157,Kristjan Asllani,al ALB,MF,Torino,it Serie A,24.0,2002,15,13,1129,12.5,0,0,0,0,0,1,3,0,0.00,20,4,20.0,1.59,0.32,0.00,0.00,0,1,52,14,12,14,3,0,0,7,0,,,,,,,,,,,,,,
158,Joel Asoro,se SWE,FW,Metz,fr Ligue 1,27.0,1999,8,2,227,2.5,0,0,0,0,0,0,0,0,0.00,4,1,25.0,1.59,0.40,0.00,0.00,0,0,1,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,
159,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,38.0,1987,27,8,893,9.9,4,3,7,2,2,2,4,0,0.50,26,11,42.3,2.62,1.11,0.08,0.18,2,2,23,9,12,11,4,0,0,2,0,,,,,,,,,,,,,,
160,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,22.0,2003,15,6,611,6.8,0,0,0,0,0,0,0,0,0.00,15,5,33.3,2.21,0.74,0.00,0.00,0,0,36,4,5,8,0,0,0,11,0,,,,,,,,,,,,,,
161,Lorenz Assignon,tg TOG,"DF,MF",Stuttgart,de Bundesliga,25.0,2000,22,12,1075,11.9,0,0,0,0,0,0,3,1,0.00,12,4,33.3,1.00,0.33,0.00,0.00,0,0,36,15,14,7,3,1,0,19,0,,,,,,,,,,,,,,
162,Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,21.0,2005,26,14,1272,14.1,1,0,1,1,0,0,5,0,0.07,29,7,24.1,2.05,0.50,0.03,0.14,0,0,86,18,16,20,5,0,0,23,0,,,,,,,,,,,,,,
163,Lander Astiazaran,es ESP,MF,Real Sociedad,es La Liga,20.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,1,0,0.0,90.00,0.00,0.00,,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
164,Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,24.0,2002,22,20,1818,20.2,1,0,1,1,0,0,6,1,0.05,12,3,25.0,0.59,0.15,0.08,0.33,0,0,5,26,26,31,6,1,0,23,0,,,,,,,,,,,,,,
165,Zachary Athekame,ch SUI,"MF,DF",Milan,it Serie A,21.0,2004,23,6,635,7.1,1,2,3,1,0,0,3,0,0.43,8,2,25.0,1.13,0.28,0.13,0.50,0,0,38,6,4,8,3,0,0,12,0,,,,,,,,,,,,,,
166,Arthur Atta,fr FRA,MF,Udinese,it Serie A,23.0,2003,28,25,2204,24.5,5,3,8,5,0,0,3,0,0.33,51,19,37.3,2.08,0.78,0.10,0.26,0,0,51,13,21,31,3,0,0,19,0,,,,,,,,,,,,,,
167,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23.0,2002,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,5,1,0,0,0,0,52,1.68,141,90,63.1,12,7,12,6,19.4,1,0,1,0
168,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36.0,1989,28,21,1904,21.2,9,5,14,9,0,0,1,0,0.66,51,27,52.9,2.41,1.28,0.18,0.33,0,0,28,6,7,16,1,0,0,19,0,,,,,,,,,,,,,,
169,Emil Audero,id IDN,GK,Cremonese,it Serie A,29.0,1997,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,5,0,0,0,0,0,44,1.47,157,118,73.9,6,7,17,9,30.0,5,3,2,0
170,Carlos Augusto,br BRA,"DF,MF",Inter,it Serie A,27.0,1999,30,15,1469,16.3,1,1,2,1,0,0,6,0,0.12,15,4,26.7,0.92,0.25,0.07,0.25,0,0,41,20,17,11,6,0,0,25,0,,,,,,,,,,,,,,
171,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,25.0,2000,20,18,1652,18.4,3,1,4,3,0,0,2,0,0.22,24,11,45.8,1.31,0.60,0.13,0.27,0,0,12,17,18,13,2,0,0,20,0,,,,,,,,,,,,,,
172,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,22.0,2004,30,29,2564,28.5,0,1,1,0,0,0,4,0,0.04,13,2,15.4,0.46,0.07,0.00,0.00,0,0,14,28,28,12,4,0,0,25,0,,,,,,,,,,,,,,
173,Ezequiel Ávila,ar ARG,FW,Real Betis,es La Liga,32.0,1994,13,3,353,3.9,1,0,1,0,1,1,3,0,0.00,8,2,25.0,2.04,0.51,0.00,0.00,1,1,12,1,3,8,3,0,0,6,0,,,,,,,,,,,,,,
174,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,21.0,2004,28,21,2005,22.3,1,1,2,1,0,0,3,0,0.09,20,5,25.0,0.90,0.22,0.05,0.20,0,0,43,31,26,36,3,0,0,21,1,,,,,,,,,,,,,,
175,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,29.0,1997,24,23,2051,22.8,1,2,3,1,0,0,7,0,0.13,9,4,44.4,0.39,0.18,0.11,0.25,0,0,2,16,19,19,7,0,0,22,1,,,,,,,,,,,,,,
176,Taiwo Awoniyi,ng NGA,FW,Nottingham Forest,eng Premier League,28.0,1997,13,1,282,3.1,2,1,3,2,0,0,1,0,0.96,10,5,50.0,3.19,1.60,0.20,0.40,0,0,1,1,1,3,1,0,0,7,0,,,,,,,,,,,,,,
177,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22.0,2003,27,20,1905,21.2,3,3,6,3,0,0,1,0,0.28,41,10,24.4,1.94,0.47,0.07,0.30,0,0,23,25,25,28,1,0,0,23,0,,,,,,,,,,,,,,
178,Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24.0,2001,22,7,832,9.2,1,2,3,1,0,0,5,0,0.32,5,4,80.0,0.54,0.43,0.20,0.25,0,0,13,8,18,8,5,0,0,20,0,,,,,,,,,,,,,,
179,Ilyas Azizi,fr FRA,FW,Toulouse,fr Ligue 1,18.0,2008,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
180,César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36.0,1989,15,15,1033,11.5,0,1,1,0,0,0,4,0,0.09,1,0,0.0,0.09,0.00,0.00,,0,0,11,17,22,8,4,0,0,22,0,,,,,,,,,,,,,,
181,Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,fr Ligue 1,24.0,2001,11,10,807,9.0,1,0,1,1,0,0,1,1,0.11,5,1,20.0,0.56,0.11,0.20,1.00,0,0,0,15,16,8,1,1,0,18,0,,,,,,,,,,,,,,
182,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,22.0,2004,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,12,1,0,0,0,1,50,1.72,131,86,65.6,7,8,14,5,17.2,5,5,0,0
183,Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,26.0,2000,23,19,1653,18.4,0,0,0,0,0,0,4,0,0.00,12,4,33.3,0.65,0.22,0.00,0.00,0,0,4,19,21,4,4,0,0,11,1,,,,,,,,,,,,,,
184,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,25.0,2001,8,6,471,5.2,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,5,9,2,2,0,0,6,0,,,,,,,,,,,,,,
185,Alex Baena,es ESP,"MF,FW",Atlético Madrid,es La Liga,24.0,2001,24,18,1372,15.2,2,3,5,2,0,0,4,0,0.33,23,6,26.1,1.51,0.39,0.09,0.33,0,0,105,9,15,27,4,0,0,23,0,,,,,,,,,,,,,,
186,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,22.0,2004,20,17,1588,17.6,2,1,3,2,0,0,2,0,0.17,15,4,26.7,0.85,0.23,0.13,0.50,0,0,0,20,24,5,2,0,0,19,0,,,,,,,,,,,,,,
187,Leon Bailey,jm JAM,MF,Aston Villa,eng Premier League,28.0,1997,10,2,357,4.0,0,1,1,0,0,0,1,0,0.25,6,1,16.7,1.51,0.25,0.00,0.00,0,0,16,4,1,4,1,0,0,5,0,,,,,,,,,,,,,,
188,Leon Bailey,jm JAM,FW,Roma,it Serie A,28.0,1997,7,1,186,2.1,0,0,0,0,0,0,0,0,0.00,3,1,33.3,1.45,0.48,0.00,0.00,0,0,14,0,0,1,0,0,0,2,0,,,,,,,,,,,,,,
189,Eric Bailly,ci CIV,DF,Oviedo,es La Liga,32.0,1994,12,12,1043,11.6,1,0,1,1,0,0,3,0,0.09,5,1,20.0,0.43,0.09,0.20,1.00,0,0,1,9,15,7,3,0,0,13,0,,,,,,,,,,,,,,
190,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,26.0,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
191,Cédric Bakambu,cd COD,FW,Real Betis,es La Liga,35.0,1991,17,5,524,5.8,3,1,4,3,0,0,1,0,0.69,21,9,42.9,3.61,1.55,0.14,0.33,0,0,2,2,1,9,1,0,0,10,0,,,,,,,,,,,,,,
192,Johan Bakayoko,be BEL,"FW,MF",RB Leipzig,de Bundesliga,23.0,2003,19,8,766,8.5,2,0,2,2,0,0,1,0,0.23,24,9,37.5,2.82,1.06,0.08,0.22,0,0,14,3,2,11,1,0,0,12,0,,,,,,,,,,,,,,
193,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,18.0,2007,8,0,75,0.8,0,0,0,0,0,0,0,0,0.00,2,1,50.0,2.40,1.20,0.00,0.00,0,0,1,1,0,4,0,0,0,4,0,,,,,,,,,,,,,,
194,Darryl Bakola,fr FRA,MF,Sassuolo,it Serie A,18.0,2007,4,1,102,1.1,0,1,1,0,0,0,0,0,0.88,2,0,0.0,1.76,0.00,0.00,,0,0,1,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,
195,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,28.0,1998,29,26,2297,25.5,2,3,5,2,0,0,4,0,0.20,28,6,21.4,1.10,0.24,0.07,0.33,0,0,52,36,27,19,4,0,0,23,0,,,,,,,,,,,,,,
196,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,23.0,2002,3,0,107,1.2,1,2,3,1,0,0,0,0,2.52,2,1,50.0,1.68,0.84,0.50,1.00,0,0,8,1,1,4,0,0,0,0,0,,,,,,,,,,,,,,
197,Dilane Bakwa,fr FRA,MF,Nottingham Forest,eng Premier League,23.0,2002,11,4,390,4.3,0,1,1,0,0,0,1,0,0.23,8,3,37.5,1.85,0.69,0.00,0.00,0,0,30,2,0,9,1,0,0,9,0,,,,,,,,,,,,,,
198,Luís Balbo,ve VEN,DF,Fiorentina,it Serie A,20.0,2006,4,1,180,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,4,5,1,5,0,0,0,2,0,,,,,,,,,,,,,,
199,Tommaso Baldanzi,it ITA,MF,Genoa,it Serie A,23.0,2003,7,4,336,3.7,0,2,2,0,0,0,0,0,0.54,8,3,37.5,2.14,0.80,0.00,0.00,0,0,7,6,2,5,0,0,0,2,0,,,,,,,,,,,,,,
200,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,23.0,2003,10,3,386,4.3,1,0,1,1,0,0,2,0,0.23,11,4,36.4,2.56,0.93,0.09,0.25,0,0,9,1,3,18,2,0,0,8,0,,,,,,,,,,,,,,
201,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,22.0,2003,24,19,1653,18.4,0,2,2,0,0,0,2,0,0.11,8,1,12.5,0.44,0.05,0.00,0.00,0,0,23,19,6,22,2,0,0,14,0,,,,,,,,,,,,,,
202,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,de Bundesliga,20.0,2005,14,3,408,4.5,0,1,1,0,0,0,1,0,0.22,6,3,50.0,1.32,0.66,0.00,0.00,0,0,14,7,0,2,1,0,0,4,0,,,,,,,,,,,,,,
203,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,22.0,2004,27,20,1385,15.4,0,0,0,0,0,0,5,0,0.00,15,1,6.7,0.97,0.06,0.00,0.00,0,0,0,16,25,16,5,0,0,28,0,,,,,,,,,,,,,,
204,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,27.0,1999,23,18,1734,19.3,0,1,1,0,0,0,5,0,0.05,19,5,26.3,0.99,0.26,0.00,0.00,0,0,2,24,20,21,5,0,0,17,0,,,,,,,,,,,,,,
205,Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26.0,1999,28,23,2126,23.6,2,0,2,2,0,0,4,0,0.08,26,9,34.6,1.10,0.38,0.08,0.22,0,0,1,17,20,28,4,0,0,28,0,,,,,,,,,,,,,,
206,Carlos Ballestero,es ESP,DF,Alavés,es La Liga,22.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
207,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,34.0,1992,11,3,333,3.7,0,0,0,0,0,0,2,0,0.00,2,0,0.0,0.54,0.00,0.00,,0,0,8,4,4,3,2,0,0,6,0,,,,,,,,,,,,,,
208,Fodé Ballo-Touré,sn SEN,"DF,MF",Metz,fr Ligue 1,29.0,1997,13,11,836,9.3,0,0,0,0,0,0,2,0,0.00,5,1,20.0,0.54,0.11,0.00,0.00,0,0,16,16,5,18,2,0,0,13,0,,,,,,,,,,,,,,
