Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
46,Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,30.0,1996,16,16,1396,15.5,1,0,1,1,0,0,4,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,46,ma MAR,DF,fr Ligue 1,30-029,1996,15.5,1,10,2,20.0,0.64,0.13,0.10,0.50,0,0,54,ma MAR,DF,fr Ligue 1,30-029,1996,16,1396,87,50.0,15.5,16,87,13,0,,1,1.94,33,17,+16,+1.03,+0.90,46,ma MAR,DF,fr Ligue 1,30-029,1996,15.5,4,0,0,21,6,0,2,21,16,0
47,Ruben Aguilar,fr FRA,MF,Lens,fr Ligue 1,33.0,1993,22,19,1554,17.3,2,2,4,2,0,0,5,1,0.23,,,,,,,,,,,,,,,,,,,,,,,,,47,fr FRA,MF,fr Ligue 1,33-002,1993,17.3,2,13,3,23.1,0.75,0.17,0.15,0.67,0,0,55,fr FRA,MF,fr Ligue 1,33-002,1993,22,1554,71,57.6,17.3,19,78,6,3,22,1,2.14,28,20,+8,+0.46,-1.11,47,fr FRA,MF,fr Ligue 1,33-002,1993,17.3,5,1,1,23,10,5,84,21,23,0
48,Ibai Aguirre,es ESP,MF,Real Sociedad,es La Liga,19.0,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,48,es ESP,MF,es La Liga,19-108,2007,0.1,0,0,0,,0.00,0.00,,,0,0,56,es ESP,MF,es La Liga,19-108,2007,1,6,6,0.2,0.1,0,,0,1,6,6,3.00,0,0,0,0.00,0.00,48,es ESP,MF,es La Liga,19-108,2007,0.1,0,0,0,1,0,0,0,0,0,0
49,Naouirou Ahamada,fr FRA,MF,Auxerre,fr Ligue 1,24.0,2002,12,5,424,4.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,49,fr FRA,MF,fr Ligue 1,24-030,2002,4.7,0,4,0,0.0,0.85,0.00,0.00,,0,0,59,fr FRA,MF,fr Ligue 1,24-030,2002,12,424,35,15.2,4.7,5,65,0,7,14,2,0.92,3,5,-2,-0.42,+0.07,49,fr FRA,MF,fr Ligue 1,24-030,2002,4.7,0,0,0,4,6,1,3,2,6,0
50,Honest Ahanor,it ITA,DF,Atalanta,it Serie A,18.0,2008,18,12,1079,12.0,0,0,0,0,0,0,1,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,50,it ITA,DF,it Serie A,18-064,2008,12.0,0,10,2,20.0,0.83,0.17,0.00,0.00,0,0,60,it ITA,DF,it Serie A,18-064,2008,18,1079,60,35.3,12.0,12,70,7,6,39,14,1.72,16,11,+5,+0.42,-0.04,50,it ITA,DF,it Serie A,18-064,2008,12.0,1,1,0,17,22,0,1,15,15,0
51,Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,31.0,1995,15,10,972,10.8,0,1,1,0,0,0,2,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,51,es ESP,DF,es La Liga,31-088,1995,10.8,0,8,2,25.0,0.74,0.19,0.00,0.00,0,0,61,es ESP,DF,es La Liga,31-088,1995,15,972,65,32.7,10.8,10,83,7,5,29,11,0.60,8,20,-12,-1.11,-0.53,51,es ESP,DF,es La Liga,31-088,1995,10.8,2,0,0,10,3,2,15,15,27,0
52,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,30.0,1995,8,7,639,7.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,52,gh GHA,DF,es La Liga,30-211,1995,7.1,0,2,0,0.0,0.28,0.00,0.00,,0,0,63,gh GHA,DF,es La Liga,30-211,1995,8,639,80,21.5,7.1,7,89,6,1,18,13,2.25,17,13,+4,+0.56,+0.64,52,gh GHA,DF,es La Liga,30-211,1995,7.1,0,0,0,5,1,0,0,10,3,0
53,Ola Aina,ng NGA,DF,Nottingham Forest,eng Premier League,29.0,1996,18,18,1588,17.6,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,53,ng NGA,DF,eng Premier League,29-202,1996,17.6,0,12,1,8.3,0.68,0.06,0.00,0.00,0,0,65,ng NGA,DF,eng Premier League,29-202,1996,18,1588,88,51.9,17.6,18,88,15,0,,0,1.39,27,19,+8,+0.45,+1.19,53,ng NGA,DF,eng Premier League,29-202,1996,17.6,3,0,0,13,15,0,39,26,21,0
54,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,20.0,2006,17,14,1133,12.6,2,1,3,2,0,0,3,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,54,ma MAR,DF,fr Ligue 1,20-012,2006,12.6,2,9,4,44.4,0.71,0.32,0.22,0.50,0,0,66,ma MAR,DF,fr Ligue 1,20-012,2006,17,1133,67,40.6,12.6,14,78,11,3,13,5,2.00,28,20,+8,+0.64,+0.42,54,ma MAR,DF,fr Ligue 1,20-012,2006,12.6,3,1,0,9,7,0,2,16,9,0
55,Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24.0,2001,15,11,870,9.7,0,2,2,0,0,0,2,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,55,dz ALG,DF,eng Premier League,24-326,2001,9.7,0,9,2,22.2,0.93,0.21,0.00,0.00,0,0,67,dz ALG,DF,eng Premier League,24-326,2001,15,870,58,29.3,9.7,11,75,6,4,10,7,2.00,20,9,+11,+1.14,+0.02,55,dz ALG,DF,eng Premier League,24-326,2001,9.7,2,0,0,13,9,0,19,13,20,0
56,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,27.0,1998,24,10,957,10.6,4,0,4,4,0,1,1,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,56,bj BEN,"MF,FW",fr Ligue 1,27-306,1998,10.6,4,25,10,40.0,2.35,0.94,0.16,0.40,0,1,68,bj BEN,"MF,FW",fr Ligue 1,27-306,1998,24,957,40,34.3,10.6,10,67,1,14,20,3,1.00,11,16,-5,-0.47,-0.47,56,bj BEN,"MF,FW",fr Ligue 1,27-306,1998,10.6,1,0,0,11,12,3,6,1,5,0
57,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,21.0,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,57,ci CIV,FW,it Serie A,21-199,2004,0.0,0,0,0,,0.00,0.00,,,0,0,69,ci CIV,FW,it Serie A,21-199,2004,1,1,1,0.0,0.0,0,,0,1,1,18,1.00,0,0,0,0.00,+0.97,57,ci CIV,FW,it Serie A,21-199,2004,0.0,0,0,0,0,0,0,0,0,0,0
58,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,28.0,1998,24,18,1628,18.1,0,1,1,0,0,0,3,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,58,no NOR,DF,eng Premier League,28-011,1998,18.1,0,10,3,30.0,0.55,0.17,0.00,0.00,0,0,70,no NOR,DF,eng Premier League,28-011,1998,24,1628,68,53.2,18.1,18,83,12,6,22,8,1.38,27,27,0,0.00,-0.19,58,no NOR,DF,eng Premier League,28-011,1998,18.1,3,0,0,22,5,0,7,12,21,0
59,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,32.0,1994,28,28,2460,27.3,7,9,16,7,0,0,9,1,0.59,,,,,,,,,,,,,,,,,,,,,,,,,59,fr FRA,FW,fr Ligue 1,32-062,1994,27.3,7,47,15,31.9,1.72,0.55,0.15,0.47,0,0,71,fr FRA,FW,fr Ligue 1,32-062,1994,28,2460,88,91.1,27.3,28,88,24,0,,0,1.36,39,41,-2,-0.07,+1.43,59,fr FRA,FW,fr Ligue 1,32-062,1994,27.3,9,1,0,57,51,12,9,9,19,0
60,Manuel Akanji,ch SUI,DF,Inter,it Serie A,30.0,1995,32,30,2731,30.3,2,0,2,2,0,0,4,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,60,ch SUI,DF,it Serie A,30-283,1995,30.3,2,23,6,26.1,0.76,0.20,0.09,0.33,0,0,75,ch SUI,DF,it Serie A,30-283,1995,32,2731,85,89.2,30.3,30,90,29,2,21,0,2.38,71,26,+45,+1.48,+0.39,60,ch SUI,DF,it Serie A,30-283,1995,30.3,4,0,0,25,17,2,3,37,24,0
61,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,31.0,1995,15,4,496,5.5,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,61,nl NED,DF,eng Premier League,31-069,1995,5.5,0,4,0,0.0,0.73,0.00,0.00,,0,0,77,nl NED,DF,eng Premier League,31-069,1995,15,496,33,16.7,5.5,4,86,3,11,14,16,2.07,5,7,-2,-0.36,-1.78,61,nl NED,DF,eng Premier League,31-069,1995,5.5,1,0,0,2,6,1,4,4,6,0
62,Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,22.0,2004,9,2,188,2.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,62,ma MAR,MF,es La Liga,22-012,2004,2.1,0,6,2,33.3,2.87,0.96,0.00,0.00,0,0,79,ma MAR,MF,es La Liga,22-012,2004,9,188,21,6.3,2.1,2,45,0,7,14,5,2.78,2,3,-1,-0.48,-1.19,62,ma MAR,MF,es La Liga,22-012,2004,2.1,0,0,0,9,7,0,9,0,4,0
63,Ilias Akhomach,ma MAR,"MF,FW",Rayo Vallecano,es La Liga,22.0,2004,11,7,709,7.9,0,1,1,0,0,0,2,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,63,ma MAR,"MF,FW",es La Liga,22-012,2004,7.9,0,18,6,33.3,2.28,0.76,0.00,0.00,0,0,80,ma MAR,"MF,FW",es La Liga,22-012,2004,11,709,64,23.9,7.9,7,79,1,4,39,0,1.27,14,11,+3,+0.38,+0.82,63,ma MAR,"MF,FW",es La Liga,22-012,2004,7.9,2,0,0,9,29,1,22,2,10,0
64,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,21.0,2004,20,12,1189,13.2,0,1,1,0,0,0,2,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,64,ng NGA,MF,it Serie A,21-154,2004,13.2,0,13,3,23.1,0.98,0.23,0.00,0.00,0,0,81,ng NGA,MF,it Serie A,21-154,2004,20,1189,59,38.9,13.2,12,78,7,8,31,6,0.60,8,21,-13,-0.98,+0.17,64,ng NGA,MF,it Serie A,21-154,2004,13.2,2,0,0,26,25,1,9,20,19,0
65,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,24.0,2002,28,25,2154,23.9,6,5,11,6,0,0,3,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,65,fr FRA,"MF,FW",fr Ligue 1,24-062,2002,23.9,6,44,17,38.6,1.84,0.71,0.14,0.35,0,0,82,fr FRA,"MF,FW",fr Ligue 1,24-062,2002,28,2154,77,77.2,23.9,25,82,14,3,33,1,1.61,42,33,+9,+0.38,+0.66,65,fr FRA,"MF,FW",fr Ligue 1,24-062,2002,23.9,3,0,0,24,34,9,38,16,23,0
66,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,24.0,2001,24,21,1853,20.6,0,0,0,0,0,0,4,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,66,ci CIV,DF,fr Ligue 1,24-155,2001,20.6,0,6,0,0.0,0.29,0.00,0.00,,0,0,83,ci CIV,DF,fr Ligue 1,24-155,2001,24,1853,77,66.4,20.6,21,85,18,3,22,4,0.83,14,29,-15,-0.73,-0.73,66,ci CIV,DF,fr Ligue 1,24-155,2001,20.6,4,1,1,11,30,1,29,23,19,2
67,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,33.0,1992,18,14,1215,13.5,1,0,1,1,0,0,9,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,67,ci CIV,MF,it Serie A,33-199,1992,13.5,1,13,4,30.8,0.96,0.30,0.08,0.25,0,0,84,ci CIV,MF,it Serie A,33-199,1992,18,1215,68,39.7,13.5,14,74,5,4,44,1,0.50,8,15,-7,-0.52,+0.75,67,ci CIV,MF,it Serie A,33-199,1992,13.5,9,0,0,35,11,0,16,18,27,0
68,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,31.0,1995,6,1,45,0.5,0,0,0,0,0,0,0,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,68,ng NGA,DF,de Bundesliga,31-009,1995,0.5,0,0,0,,0.00,0.00,,,0,0,85,ng NGA,DF,de Bundesliga,31-009,1995,6,45,8,1.6,0.5,1,16,0,5,6,18,1.67,0,1,-1,-2.00,-2.56,68,ng NGA,DF,de Bundesliga,31-009,1995,0.5,0,1,0,1,0,0,0,1,1,0
69,Al-Musrati,ly LBY,MF,Hellas Verona,it Serie A,30.0,1996,17,8,811,9.0,0,1,1,0,0,0,6,1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,69,ly LBY,MF,it Serie A,30-022,1996,9.0,0,8,1,12.5,0.89,0.11,0.00,0.00,0,0,86,ly LBY,MF,it Serie A,30-022,1996,17,811,48,26.5,9.0,8,76,3,9,22,9,0.65,7,18,-11,-1.22,-0.34,69,ly LBY,MF,it Serie A,30-022,1996,9.0,6,1,1,15,2,1,2,10,6,0
70,David Alaba,at AUT,DF,Real Madrid,es La Liga,33.0,1992,9,3,265,2.9,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,70,at AUT,DF,es La Liga,33-308,1992,2.9,0,3,1,33.3,1.02,0.34,0.00,0.00,0,0,87,at AUT,DF,es La Liga,33-308,1992,9,265,29,8.9,2.9,3,63,1,6,13,15,2.11,2,4,-2,-0.68,-1.98,70,at AUT,DF,es La Liga,33-308,1992,2.9,1,0,0,1,0,0,0,0,4,0
71,Agustín Albarracín,uy URU,FW,Cagliari,it Serie A,20.0,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,71,uy URU,FW,it Serie A,20-242,2005,0.2,0,0,0,,0.00,0.00,,,0,0,89,uy URU,FW,it Serie A,20-242,2005,1,15,15,0.5,0.2,0,,0,1,15,11,0.00,0,0,0,0.00,+0.38,71,uy URU,FW,it Serie A,20-242,2005,0.2,0,0,0,0,2,0,1,0,0,0
72,Mathis Albert,us USA,FW,Dortmund,de Bundesliga,16.0,2009,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,72,us USA,FW,de Bundesliga,16-342,2009,0.0,0,0,0,,0.00,0.00,,,0,0,90,us USA,FW,de Bundesliga,16-342,2009,1,2,2,0.1,0.0,0,,0,1,2,3,3.00,0,0,0,0.00,-1.10,72,us USA,FW,de Bundesliga,16-342,2009,0.0,0,0,0,1,0,0,1,0,1,0
73,Raúl Albiol,es ESP,DF,Pisa,it Serie A,40.0,1985,8,5,500,5.6,0,1,1,0,0,0,1,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,73,es ESP,DF,it Serie A,40-236,1985,5.6,0,1,0,0.0,0.18,0.00,0.00,,0,0,91,es ESP,DF,it Serie A,40-236,1985,8,500,63,16.3,5.6,5,73,2,3,45,16,0.88,4,11,-7,-1.26,-0.21,73,es ESP,DF,it Serie A,40-236,1985,5.6,1,0,0,6,2,0,1,7,4,0
74,Carlos Alcaraz,ar ARG,MF,Everton,eng Premier League,23.0,2002,17,6,680,7.6,0,1,1,0,0,0,4,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,74,ar ARG,MF,eng Premier League,23-149,2002,7.6,0,18,5,27.8,2.38,0.66,0.00,0.00,0,0,92,ar ARG,MF,eng Premier League,23-149,2002,17,680,40,22.2,7.6,6,75,0,11,21,7,1.24,8,9,-1,-0.13,-0.17,74,ar ARG,MF,eng Premier League,23-149,2002,7.6,4,0,0,9,11,1,5,2,8,0
75,Omar Alderete,py PAR,DF,Sunderland,eng Premier League,29.0,1996,30,29,2596,28.8,1,1,2,1,0,0,6,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,75,py PAR,DF,eng Premier League,29-123,1996,28.8,1,23,9,39.1,0.80,0.31,0.04,0.11,0,0,93,py PAR,DF,eng Premier League,29-123,1996,30,2596,87,84.8,28.8,29,88,25,1,38,1,1.37,29,39,-10,-0.35,-0.54,75,py PAR,DF,eng Premier League,29-123,1996,28.8,6,0,0,30,9,5,11,32,16,0
76,Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,28.0,1998,21,9,902,10.0,2,0,2,2,0,0,2,0,0.20,,,,,,,,,,,,,,,,,,,,,,,,,76,br BRA,FW,es La Liga,28-027,1998,10.0,2,19,9,47.4,1.90,0.90,0.11,0.22,0,0,95,br BRA,FW,es La Liga,28-027,1998,21,902,43,30.4,10.0,9,74,0,12,20,5,1.24,8,11,-3,-0.30,-0.08,76,br BRA,FW,es La Liga,28-027,1998,10.0,2,0,0,17,19,2,3,1,1,0
77,Carles Aleñá,es ESP,MF,Alavés,es La Liga,28.0,1998,33,23,1971,21.9,0,4,4,0,0,0,4,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,77,es ESP,MF,es La Liga,28-113,1998,21.9,0,29,5,17.2,1.32,0.23,0.00,0.00,0,0,97,es ESP,MF,es La Liga,28-113,1998,33,1971,60,66.4,21.9,23,73,4,10,28,0,1.09,23,32,-9,-0.41,-0.23,77,es ESP,MF,es La Liga,28-113,1998,21.9,4,0,0,37,36,1,119,12,24,0
78,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,27.0,1998,17,11,906,10.1,0,4,4,0,0,0,2,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,78,eng ENG,DF,es La Liga,27-203,1998,10.1,0,8,1,12.5,0.79,0.10,0.00,0.00,0,0,99,eng ENG,DF,es La Liga,27-203,1998,17,906,53,30.5,10.1,11,74,4,6,15,3,2.00,22,12,+10,+0.99,-0.18,78,eng ENG,DF,es La Liga,27-203,1998,10.1,2,0,0,7,0,0,96,11,7,0
79,Alfon,es ESP,MF,Villarreal,es La Liga,26.0,1999,8,2,226,2.5,1,0,1,1,0,0,0,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,79,es ESP,MF,es La Liga,26-359,1999,2.5,1,6,3,50.0,2.39,1.19,0.17,0.33,0,0,102,es ESP,MF,es La Liga,26-359,1999,8,226,28,7.6,2.5,2,65,0,6,16,1,2.00,3,2,+1,+0.40,-0.26,79,es ESP,MF,es La Liga,26-359,1999,2.5,0,0,0,6,0,1,3,2,0,0
80,Alfon,es ESP,MF,Sevilla,es La Liga,26.0,1999,10,4,312,3.5,1,0,1,1,0,0,0,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,80,es ESP,MF,es La Liga,26-359,1999,3.5,1,11,7,63.6,3.17,2.02,0.09,0.14,0,0,103,es ESP,MF,es La Liga,26-359,1999,10,312,31,10.5,3.5,4,56,1,6,15,1,1.10,5,6,-1,-0.29,+0.19,80,es ESP,MF,es La Liga,26-359,1999,3.5,0,0,0,3,6,0,4,1,0,0
81,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,22.0,2004,21,18,1477,16.4,4,3,7,4,0,0,1,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,81,fr FRA,"FW,MF",fr Ligue 1,22-099,2004,16.4,4,25,12,48.0,1.52,0.73,0.16,0.33,0,0,104,fr FRA,"FW,MF",fr Ligue 1,22-099,2004,21,1477,70,52.9,16.4,18,76,4,3,34,0,0.67,20,32,-12,-0.73,-0.05,81,fr FRA,"FW,MF",fr Ligue 1,22-099,2004,16.4,1,0,0,14,30,4,37,4,9,0
82,Alisson,br BRA,GK,Liverpool,eng Premier League,33.0,1992,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.00,2,br BRA,GK,eng Premier League,33-208,1992,25,25,2250,25.0,30,1.20,84,56,66.7,13,7,5,8,32.0,2,2,0,0,82,br BRA,GK,eng Premier League,33-208,1992,25.0,0,0,0,,0.00,0.00,,,0,0,105,br BRA,GK,eng Premier League,33-208,1992,25,2250,90,73.5,25.0,25,90,25,0,,0,1.84,43,30,+13,+0.52,+0.52,82,br BRA,GK,eng Premier League,33-208,1992,25.0,1,0,0,1,7,0,0,0,0,0
83,Jim Allevinah,ga GAB,MF,Angers,fr Ligue 1,31.0,1995,6,0,133,1.5,1,0,1,1,0,0,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,83,ga GAB,MF,fr Ligue 1,31-060,1995,1.5,1,5,1,20.0,3.38,0.68,0.20,1.00,0,0,107,ga GAB,MF,fr Ligue 1,31-060,1995,6,133,22,4.8,1.5,0,,0,6,22,1,1.33,1,1,0,0.00,+0.58,83,ga GAB,MF,fr Ligue 1,31-060,1995,1.5,0,0,0,0,4,1,1,0,1,0
84,Max Alleyne,eng ENG,DF,Manchester City,eng Premier League,20.0,2005,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,84,eng ENG,DF,eng Premier League,20-281,2005,1.5,0,2,1,50.0,1.33,0.67,0.00,0.00,0,0,108,eng ENG,DF,eng Premier League,20-281,2005,2,135,68,4.5,1.5,2,68,1,0,,4,0.50,1,1,0,0.00,-1.17,84,eng ENG,DF,eng Premier League,20-281,2005,1.5,0,0,0,0,0,0,0,3,3,0
85,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,25.0,2001,23,14,1119,12.4,3,1,4,3,0,0,1,1,0.32,,,,,,,,,,,,,,,,,,,,,,,,,85,ar ARG,"MF,FW",es La Liga,25-002,2001,12.4,3,19,10,52.6,1.53,0.80,0.16,0.30,0,0,109,ar ARG,"MF,FW",es La Liga,25-002,2001,23,1119,49,37.7,12.4,14,66,3,9,22,4,1.70,17,16,+1,+0.08,-0.79,85,ar ARG,"MF,FW",es La Liga,25-002,2001,12.4,1,1,0,10,15,2,29,7,16,0
86,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,25.0,2000,20,11,1008,11.2,0,1,1,0,0,0,0,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,86,pt POR,MF,es La Liga,25-333,2000,11.2,0,9,3,33.3,0.80,0.27,0.00,0.00,0,0,110,pt POR,MF,es La Liga,25-333,2000,20,1008,50,33.9,11.2,11,75,3,9,20,12,1.05,12,14,-2,-0.18,+0.23,86,pt POR,MF,es La Liga,25-333,2000,11.2,0,0,0,12,21,0,64,8,10,0
87,Pontus Almqvist,se SWE,MF,Parma,it Serie A,26.0,1999,10,4,410,4.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,87,se SWE,MF,it Serie A,26-292,1999,4.6,0,3,2,66.7,0.66,0.44,0.00,0.00,0,0,111,se SWE,MF,it Serie A,26-292,1999,10,410,41,13.4,4.6,4,66,0,6,25,10,0.70,2,4,-2,-0.44,0.00,87,se SWE,MF,it Serie A,26-292,1999,4.6,0,0,0,6,12,0,6,6,6,0
88,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,35.0,1990,28,27,2408,26.8,1,0,1,0,1,1,5,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,88,es ESP,DF,es La Liga,35-121,1990,26.8,1,22,3,13.6,0.82,0.11,0.00,0.00,1,1,112,es ESP,DF,es La Liga,35-121,1990,28,2408,86,81.1,26.8,27,88,24,1,33,0,1.36,35,33,+2,+0.07,+0.07,88,es ESP,DF,es La Liga,35-121,1990,26.8,5,0,0,21,18,0,17,29,21,0
89,Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,25.0,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,89,es ESP,"DF,MF",es La Liga,25-031,2001,0.1,0,0,0,,0.00,0.00,,,0,0,113,es ESP,"DF,MF",es La Liga,25-031,2001,1,9,9,0.3,0.1,0,,0,1,9,15,0.00,0,0,0,0.00,-0.64,89,es ESP,"DF,MF",es La Liga,25-031,2001,0.1,0,0,0,0,0,0,0,0,1,0
90,Sergi Altimira,es ESP,MF,Real Betis,es La Liga,24.0,2001,22,12,1110,12.3,1,1,2,1,0,0,3,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,90,es ESP,MF,es La Liga,24-246,2001,12.3,1,5,2,40.0,0.41,0.16,0.20,0.50,0,0,114,es ESP,MF,es La Liga,24-246,2001,22,1110,50,37.4,12.3,12,74,5,10,22,10,1.45,12,19,-7,-0.57,-1.29,90,es ESP,MF,es La Liga,24-246,2001,12.3,3,0,0,12,20,0,3,19,30,0
91,Carlos Álvarez,es ESP,MF,Levante,es La Liga,22.0,2003,29,22,1861,20.7,3,1,4,3,0,0,3,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,91,es ESP,MF,es La Liga,22-265,2003,20.7,3,29,11,37.9,1.40,0.53,0.10,0.27,0,0,117,es ESP,MF,es La Liga,22-265,2003,29,1861,64,62.7,20.7,22,78,7,7,21,1,0.97,20,35,-15,-0.73,-0.89,91,es ESP,MF,es La Liga,22-265,2003,20.7,3,0,0,22,49,2,53,13,13,0
92,Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,2003,23,13,1148,12.8,3,1,4,3,0,0,2,0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,92,es ESP,"FW,MF",es La Liga,22-300,2003,12.8,3,10,5,50.0,0.78,0.39,0.30,0.60,0,0,119,es ESP,"FW,MF",es La Liga,22-300,2003,23,1148,50,38.7,12.8,13,71,4,10,23,6,1.30,21,20,+1,+0.08,+0.03,92,es ESP,"FW,MF",es La Liga,22-300,2003,12.8,2,0,0,15,14,2,20,10,8,0
93,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,26.0,2000,29,22,1895,21.1,8,4,12,6,2,3,2,0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,93,ar ARG,FW,es La Liga,26-087,2000,21.1,8,54,26,48.1,2.56,1.23,0.11,0.23,2,3,120,ar ARG,FW,es La Liga,26-087,2000,29,1895,65,63.8,21.1,22,74,6,7,38,3,1.97,35,20,+15,+0.71,+0.38,93,ar ARG,FW,es La Liga,26-087,2000,21.1,2,0,0,14,18,2,86,3,13,0
